ID,ID_Measure,MeasureDate,ID_Item,BallsName,MillName,Gross,Tare,Net,Operator,Field1
12301,1,2/19/2018,35,ф 80 cheshki,3,2210,0,2210,Петко,
12302,2,2/19/2018,3,ф 30 ukraina,22,3010,0,3010,Георги,
12303,1,2/19/2018,1,ф 70 stomanaD,21,3040,0,3040,Георги,
12304,6,2/19/2018,46,ф 80 stomana,4,3040,0,3040,Михайлов,
12305,5,2/19/2018,26,ф 80 stomana,2,3330,0,3330,Михайлов,
12306,4,2/19/2018,16,ф 80 stomana,1,3330,0,3330,Михайлов,
12307,3,2/19/2018,56,ф 80 stomana,5,3370,0,3370,Михайлов,
12308,2,2/19/2018,76,ф 80 stomana,7,3240,0,3240,Михайлов,
12309,1,2/19/2018,86,ф 80 stomana,8,3240,0,3240,Михайлов,
12310,4,2/18/2018,114,ф 80 polski,11,3030,0,3030,Стойчо,
12311,3,2/18/2018,104,ф 80 polski,10,3040,0,3040,Стойчо,
12312,2,2/18/2018,94,ф 80 polski,9,4030,0,4030,Стойчо,
12313,1,2/18/2018,35,ф 80 cheshki,3,2950,0,2950,Стойчо,
12314,3,2/18/2018,86,ф 80 stomana,8,2160,0,2160,Сашо,
12315,2,2/18/2018,56,ф 80 stomana,5,2990,0,2990,Сашо,
12316,1,2/18/2018,46,ф 80 stomana,4,1960,0,1960,Сашо,
12317,4,2/17/2018,114,ф 80 polski,11,3040,0,3040,Николай,
12318,3,2/17/2018,104,ф 80 polski,10,3050,0,3050,Николай,
12319,2,2/17/2018,94,ф 80 polski,9,4110,0,4110,Николай,
12320,1,2/17/2018,35,ф 80 cheshki,3,2160,0,2160,Николай,
12321,3,2/16/2018,56,ф 80 stomana,5,2310,0,2310,Момчил,
12322,2,2/16/2018,46,ф 80 stomana,4,3010,0,3010,Момчил,
12323,1,2/16/2018,94,ф 80 polski,9,4040,0,4040,Момчил,
12324,2,2/16/2018,104,ф 80 polski,10,3040,0,3040,Момчил,
12325,1,2/16/2018,87,ф 60 stomana,8,3030,0,3030,Момчил,
12326,4,2/16/2018,86,ф 80 stomana,8,3000,0,3000,Светлин,
12327,3,2/16/2018,76,ф 80 stomana,7,2230,0,2230,Светлин,
12328,2,2/16/2018,56,ф 80 stomana,5,2230,0,2230,Светлин,
12329,1,2/16/2018,46,ф 80 stomana,4,2360,0,2360,Светлин,
12330,8,2/15/2018,114,ф 80 polski,11,3060,0,3060,Михаил,
12331,7,2/15/2018,35,ф 80 cheshki,3,4040,0,4040,Михаил,
12332,6,2/15/2018,65,ф 80 cheshki,6,3040,0,3040,Михаил,
12333,5,2/15/2018,94,ф 80 polski,9,4040,0,4040,Михаил,
12334,4,2/15/2018,104,ф 80 polski,10,3030,0,3030,Михаил,
12335,3,2/15/2018,1,ф 70 stomanaD,21,2040,0,2040,Мишо,
12336,2,2/15/2018,3,ф 30 ukraina,22,2850,0,2850,Мишо,
12337,3,2/15/2018,76,ф 80 stomana,7,3080,0,3080,Петко,
12338,2,2/15/2018,56,ф 80 stomana,5,3040,0,3040,Петко,
12339,1,2/15/2018,46,ф 80 stomana,4,3170,0,3170,Петко,
12340,1,2/14/2018,87,ф 60 stomana,8,3170,0,3170,Николай,
12341,9,2/14/2018,35,ф 80 cheshki,3,2860,0,2860,Николай,
12342,8,2/14/2018,65,ф 80 cheshki,6,2900,0,2900,Николай,
12343,7,2/14/2018,94,ф 80 polski,9,2960,0,2960,Николай,
12344,6,2/14/2018,104,ф 80 polski,10,2000,0,2000,Николай,
12345,5,2/14/2018,16,ф 80 stomana,1,1920,0,1920,Михайлов,
12346,1,2/14/2018,1,ф 70 stomanaD,21,3040,0,3040,Стойчо,
12347,5,2/14/2018,104,ф 80 polski,10,4030,0,4030,Стойчо,
12348,4,2/14/2018,94,ф 80 polski,9,4030,0,4030,Стойчо,
12349,3,2/14/2018,76,ф 80 stomana,7,1990,0,1990,Стойчо,
12350,2,2/14/2018,56,ф 80 stomana,5,1980,0,1980,Стойчо,
12351,1,2/14/2018,46,ф 80 stomana,4,1980,0,1980,Стойчо,
12352,1,2/13/2018,3,ф 30 ukraina,22,3010,0,3010,Валентин,
12353,5,2/13/2018,114,ф 80 polski,11,3060,0,3060,Валентин,
12354,4,2/13/2018,104,ф 80 polski,10,4070,0,4070,Валентин,
12355,3,2/13/2018,94,ф 80 polski,9,4070,0,4070,Валентин,
12356,2,2/13/2018,65,ф 80 cheshki,6,3510,0,3510,Валентин,
12357,1,2/13/2018,35,ф 80 cheshki,3,3020,0,3020,Валентин,
12358,6,2/13/2018,26,ф 80 stomana,2,2950,0,2950,Михайлов,
12359,5,2/13/2018,16,ф 80 stomana,1,2900,0,2900,Михайлов,
12360,4,2/13/2018,86,ф 80 stomana,8,3020,0,3020,Николай,
12361,3,2/13/2018,76,ф 80 stomana,7,3250,0,3250,Николай,
12362,2,2/13/2018,56,ф 80 stomana,5,2940,0,2940,Николай,
12363,1,2/13/2018,46,ф 80 stomana,4,2910,0,2910,Николай,
12364,4,2/12/2018,65,ф 80 cheshki,6,4000,0,4000,Валентин,
12365,3,2/12/2018,35,ф 80 cheshki,3,4250,0,4250,Валентин,
12366,2,2/12/2018,104,ф 80 polski,10,2850,0,2850,Валентин,
12367,1,2/12/2018,94,ф 80 polski,9,2900,0,2900,Валентин,
12368,6,2/12/2018,76,ф 80 stomana,7,2170,0,2170,Момчил,
12369,5,2/12/2018,56,ф 80 stomana,5,2080,0,2080,Момчил,
12370,4,2/12/2018,46,ф 80 stomana,4,2070,0,2070,Момчил,
12371,3,2/12/2018,26,ф 80 stomana,2,2150,0,2150,Момчил,
12372,2,2/12/2018,16,ф 80 stomana,1,2030,0,2030,Момчил,
12373,1,2/12/2018,86,ф 80 stomana,8,2200,0,2200,Момчил,
12374,5,2/11/2018,114,ф 80 polski,11,3070,0,3070,Иван,
12375,4,2/11/2018,104,ф 80 polski,10,3070,0,3070,Иван,
12376,3,2/11/2018,94,ф 80 polski,9,3030,0,3030,Иван,
12377,2,2/11/2018,65,ф 80 cheshki,6,4130,0,4130,Иван,
12378,1,2/11/2018,35,ф 80 cheshki,3,3960,0,3960,Иван,
12379,5,2/11/2018,76,ф 80 stomana,7,3020,0,3020,Красимир,
12380,4,2/11/2018,56,ф 80 stomana,5,3020,0,3020,Красимир,
12381,3,2/11/2018,46,ф 80 stomana,4,3040,0,3040,Красимир,
12382,2,2/11/2018,26,ф 80 stomana,2,3090,0,3090,Красимир,
12383,1,2/10/2018,16,ф 80 stomana,1,3000,0,3000,Красимир,
12384,5,2/10/2018,104,ф 80 polski,10,3030,0,3030,Михайлов,
12385,4,2/10/2018,94,ф 80 polski,9,3020,0,3020,Михайлов,
12386,3,2/10/2018,86,ф 80 stomana,8,3310,0,3310,Михайлов,
12387,2,2/10/2018,65,ф 80 cheshki,6,3070,0,3070,Михайлов,
12388,1,2/10/2018,35,ф 80 cheshki,3,3100,0,3100,Михайлов,
12389,2,2/10/2018,86,ф 80 stomana,8,4190,0,4190,Михаил,
12390,1,2/10/2018,76,ф 80 stomana,7,3790,0,3790,Михаил,
12391,9,2/10/2018,56,ф 80 stomana,5,4060,0,4060,Михаил,
12392,8,2/10/2018,46,ф 80 stomana,4,3950,0,3950,Михаил,
12393,7,2/9/2018,26,ф 80 stomana,2,4240,0,4240,Михаил,
12394,6,2/9/2018,16,ф 80 stomana,1,4230,0,4230,Михаил,
12395,5,2/9/2018,104,ф 80 polski,10,3030,0,3030,Михайлов,
12396,4,2/9/2018,114,ф 80 polski,11,3030,0,3030,Михайлов,
12397,3,2/9/2018,94,ф 80 polski,9,3030,0,3030,Михайлов,
12398,2,2/9/2018,65,ф 80 cheshki,6,3990,0,3990,Михайлов,
12399,1,2/9/2018,35,ф 80 cheshki,3,3870,0,3870,Михайлов,
12400,4,2/9/2018,3,ф 30 ukraina,22,3020,0,3020,Георги,
12401,3,2/9/2018,1,ф 70 stomanaD,21,3100,0,3100,Георги,
12402,10,2/9/2018,104,ф 80 polski,10,3070,0,3070,Иван,
12403,9,2/9/2018,94,ф 80 polski,9,3020,0,3020,Иван,
12404,8,2/9/2018,86,ф 80 stomana,8,4310,0,4310,Иван,
12405,7,2/9/2018,76,ф 80 stomana,7,4060,0,4060,Иван,
12406,6,2/9/2018,65,ф 80 cheshki,6,4060,0,4060,Иван,
12407,5,2/9/2018,56,ф 80 stomana,5,4010,0,4010,Иван,
12408,4,2/9/2018,46,ф 80 stomana,4,3990,0,3990,Иван,
12409,3,2/9/2018,35,ф 80 cheshki,3,4280,0,4280,Иван,
12410,2,2/9/2018,26,ф 80 stomana,2,4210,0,4210,Иван,
12411,1,2/9/2018,16,ф 80 stomana,1,4410,0,4410,Иван,
12412,1,2/8/2018,35,ф 80 cheshki,3,4130,0,4130,Стойчо,
12413,11,2/8/2018,114,ф 80 polski,11,3030,0,3030,Валентин,
12414,10,2/8/2018,104,ф 80 polski,10,4030,0,4030,Валентин,
12415,9,2/8/2018,94,ф 80 polski,9,4030,0,4030,Валентин,
12416,8,2/8/2018,76,ф 80 stomana,7,4330,0,4330,Валентин,
12417,7,2/8/2018,56,ф 80 stomana,5,4040,0,4040,Валентин,
12418,6,2/8/2018,46,ф 80 stomana,4,4200,0,4200,Валентин,
12419,5,2/8/2018,26,ф 80 stomana,2,4000,0,4000,Валентин,
12420,4,2/8/2018,16,ф 80 stomana,1,4000,0,4000,Валентин,
12421,3,2/8/2018,65,ф 80 cheshki,6,4000,0,4000,Валентин,
12422,2,2/8/2018,35,ф 80 cheshki,3,4230,0,4230,Валентин,
12423,1,2/8/2018,87,ф 60 stomana,8,3060,0,3060,Валентин,
12424,2,2/6/2018,1,ф 70 stomanaD,21,2990,0,2990,михайлов,
12426,1,2/6/2018,3,ф 30 ukraina,22,3020,0,3020,михайлов,
12427,5,2/6/2018,16,ф 80 stomana,1,4050,0,4050,Михайлов,
12428,4,2/6/2018,26,ф 80 stomana,2,4160,0,4160,Михайлов,
12429,3,2/6/2018,46,ф 80 stomana,4,4050,0,4050,Михайлов,
12430,2,2/6/2018,56,ф 80 stomana,5,4020,0,4020,Михайлов,
12431,1,2/6/2018,76,ф 80 stomana,7,3860,0,3860,Михайлов,
12432,13,2/5/2018,104,ф 80 polski,10,4070,0,4070,СВЕТЛИН,
12433,12,2/5/2018,94,ф 80 polski,9,4070,0,4070,СВЕТЛИН,
12434,10,2/5/2018,114,ф 80 polski,11,3050,0,3050,СВЕТЛИН,
12435,9,2/5/2018,87,ф 60 stomana,8,3140,0,3140,СВЕТЛИН,
12436,8,2/5/2018,65,ф 80 cheshki,6,3730,0,3730,СВЕТЛИН,
12437,7,2/5/2018,35,ф 80 cheshki,3,3060,0,3060,СВЕТЛИН,
12440,6,2/5/2018,16,ф 80 stomana,1,2160,0,2160,Михайлов,
12441,5,2/5/2018,26,ф 80 stomana,2,2060,0,2060,Михайлов,
12442,4,2/5/2018,46,ф 80 stomana,4,2160,0,2160,Михайлов,
12443,3,2/5/2018,56,ф 80 stomana,5,2000,0,2000,Михайлов,
12444,2,2/5/2018,76,ф 80 stomana,7,1920,0,1920,Михайлов,
12445,1,2/5/2018,86,ф 80 stomana,8,2030,0,2030,Михайлов,
12446,4,2/4/2018,104,ф 80 polski,10,3030,0,3030,Петко,
12447,3,2/4/2018,94,ф 80 polski,9,3030,0,3030,Петко,
12448,2,2/4/2018,65,ф 80 cheshki,6,2890,0,2890,Петко,
12449,1,2/4/2018,35,ф 80 cheshki,3,3180,0,3180,Петко,
12450,2,2/4/2018,2,ф 70 stomanaD,21,3130,0,3130,Красимир,
12451,1,2/4/2018,3,ф 30 ukraina,22,3020,0,3020,Красимир,
12452,6,2/4/2018,16,ф 80 stomana,1,1970,0,1970,Михайлов,
12453,5,2/4/2018,26,ф 80 stomana,2,2030,0,2030,Михайлов,
12454,4,2/4/2018,46,ф 80 stomana,4,2020,0,2020,Михайлов,
12455,3,2/4/2018,56,ф 80 stomana,5,2000,0,2000,Михайлов,
12456,2,2/4/2018,76,ф 80 stomana,7,2110,0,2110,Михайлов,
12457,1,2/4/2018,86,ф 80 stomana,8,1970,0,1970,Михайлов,
12458,5,2/3/2018,114,ф 80 polski,11,3040,0,3040,Стойчо,
12459,4,2/3/2018,104,ф 80 polski,10,3040,0,3040,Стойчо,
12460,3,2/3/2018,94,ф 80 polski,9,3040,0,3040,Стойчо,
12461,2,2/3/2018,65,ф 80 cheshki,6,2960,0,2960,Стойчо,
12462,1,2/3/2018,35,ф 80 cheshki,3,3000,0,3000,Стойчо,
12463,6,2/2/2018,86,ф 80 stomana,8,3110,0,3110,Николай,
12464,5,2/2/2018,104,ф 80 polski,10,2960,0,2960,Николай,
12465,4,2/2/2018,94,ф 80 polski,9,2940,0,2940,Николай,
12466,2,2/2/2018,65,ф 80 cheshki,6,3030,0,3030,Николай,
12467,1,2/2/2018,35,ф 80 cheshki,3,3000,0,3000,Николай,
12468,6,2/1/2018,114,ф 80 polski,11,3040,0,3040,Михаил,
12469,5,2/1/2018,104,ф 80 polski,10,3040,0,3040,Михаил,
12470,4,2/1/2018,94,ф 80 polski,9,3010,0,3010,Михаил,
12471,3,2/1/2018,86,ф 80 stomana,8,2230,0,2230,Михаил,
12472,2,2/1/2018,35,ф 80 cheshki,3,2900,0,2900,Михаил,
12473,1,2/1/2018,35,ф 80 cheshki,6,2920,0,2920,Михаил,
12474,4,2/1/2018,104,ф 80 polski,10,3020,0,3020,Сашо,
12475,3,2/1/2018,94,ф 80 polski,9,3000,0,3000,Сашо,
12476,2,2/1/2018,65,ф 80 cheshki,6,2900,0,2900,Сашо,
12477,1,2/1/2018,35,ф 80 cheshki,3,2940,0,2940,Сашо,
12478,5,1/31/2018,76,ф 80 stomana,7,3790,0,3790,Николай,
12479,4,1/31/2018,56,ф 80 stomana,5,4340,0,4340,Николай,
12480,3,1/31/2018,46,ф 80 stomana,4,3830,0,3830,Николай,
12481,2,1/31/2018,26,ф 80 stomana,2,4120,0,4120,Николай,
12482,1,1/31/2018,16,ф 80 stomana,1,3820,0,3820,Николай,
12483,1,1/31/2018,87,ф 60 stomana,8,3160,0,3160,Михайлов,
12484,5,1/31/2018,76,ф 80 stomana,7,3100,0,3100,Петко,
12485,4,1/31/2018,56,ф 80 stomana,5,3000,0,3000,Петко,
12486,3,1/31/2018,46,ф 80 stomana,4,3160,0,3160,Петко,
12487,2,1/31/2018,26,ф 80 stomana,2,2950,0,2950,Петко,
12488,1,1/31/2018,16,ф 80 stomana,1,3060,0,3060,Петко,
12489,6,1/30/2018,114,ф 80 polski,11,3030,0,3030,Момчил,
12490,5,1/30/2018,104,ф 80 polski,10,3030,0,3030,Момчил,
12491,4,1/30/2018,94,ф 80 polski,9,3050,0,3050,Момчил,
12492,3,1/30/2018,65,ф 80 cheshki,6,3070,0,3070,Момчил,
12493,2,1/30/2018,35,ф 80 cheshki,3,2950,0,2950,Момчил,
12494,1,1/30/2018,87,ф 60 stomana,8,2980,0,2980,Момчил,
12495,1,1/30/2018,1,ф 70 stomanaD,21,2140,0,2140,Михайлов,
12496,3,1/30/2018,3,ф 30 ukraina,22,3000,0,3000,Михайлов,
12497,5,1/30/2018,76,ф 80 stomana,7,3270,0,3270,Стойчо,
12498,4,1/30/2018,56,ф 80 stomana,5,2910,0,2910,Стойчо,
12499,3,1/30/2018,46,ф 80 stomana,4,2910,0,2910,Стойчо,
12500,2,1/30/2018,26,ф 80 stomana,2,3000,0,3000,Стойчо,
12501,1,1/30/2018,16,ф 80 stomana,1,3030,0,3030,Стойчо,
12502,4,1/29/2018,104,ф 80 polski,10,3080,0,3080,Пейо,
12503,3,1/29/2018,94,ф 80 polski,9,3030,0,3030,Пейо,
12504,2,1/29/2018,65,ф 80 cheshki,6,3150,0,3150,Пейо,
12505,1,1/29/2018,35,ф 80 cheshki,3,3100,0,3100,Пейо,
12506,12,1/29/2018,87,ф 60 stomana,8,3000,0,3000,Михайлов,
12507,11,1/29/2018,86,ф 80 stomana,8,2320,0,2320,Николай,
12508,10,1/29/2018,76,ф 80 stomana,7,2970,0,2970,Николай,
12509,9,1/29/2018,56,ф 80 stomana,5,2910,0,2910,Николай,
12510,8,1/29/2018,46,ф 80 stomana,4,3020,0,3020,Николай,
12511,7,1/29/2018,26,ф 80 stomana,2,2960,0,2960,Николай,
12512,6,1/29/2018,16,ф 80 stomana,1,3170,0,3170,Николай,
12513,5,1/28/2018,114,ф 80 polski,11,3040,0,3040,Иван,
12514,4,1/28/2018,104,ф 80 polski,10,3090,0,3090,Иван,
12515,3,1/28/2018,94,ф 80 polski,9,3040,0,3040,Иван,
12516,2,1/28/2018,65,ф 80 cheshki,6,4360,0,4360,Иван,
12517,1,1/28/2018,35,ф 80 cheshki,3,3090,0,3090,Иван,
12518,6,1/28/2018,86,ф 80 stomana,8,2140,0,2140,Красимир,
12519,5,1/28/2018,76,ф 80 stomana,7,2080,0,2080,Красимир,
12520,4,1/28/2018,56,ф 80 stomana,5,2080,0,2080,Красимир,
12521,3,1/28/2018,46,ф 80 stomana,4,2190,0,2190,Красимир,
12522,2,1/28/2018,26,ф 80 stomana,2,3030,0,3030,Красимир,
12523,1,1/27/2018,16,ф 80 stomana,1,3030,0,3030,Красимир,
12524,4,1/27/2018,104,ф 80 polski,10,3110,0,3110,Пейо,
12525,3,1/27/2018,94,ф 80 polski,9,3050,0,3050,Пейо,
12526,2,1/27/2018,65,ф 80 cheshki,6,4090,0,4090,Пейо,
12527,1,1/27/2018,35,ф 80 cheshki,3,2120,0,2120,Пейо,
12529,5,1/27/2018,76,ф 80 stomana,7,4110,0,4110,Николай,
12530,4,1/27/2018,56,ф 80 stomana,5,4100,0,4100,Николай,
12531,3,1/26/2018,46,ф 80 stomana,4,3920,0,3920,Николай,
12532,2,1/26/2018,26,ф 80 stomana,2,3870,0,3870,Николай,
12533,1,1/26/2018,16,ф 80 stomana,1,3990,0,3990,Николай,
12534,6,1/26/2018,104,ф 80 polski,10,4040,0,4040,Цветомир,
12535,5,1/26/2018,114,ф 80 polski,11,3050,0,3050,Цветомир,
12536,4,1/26/2018,94,ф 80 polski,9,4060,0,4060,Цветомир,
12537,3,1/26/2018,65,ф 80 cheshki,6,3940,0,3940,Цветомир,
12538,2,1/26/2018,87,ф 60 stomana,8,3080,0,3080,Цветомир,
12539,1,1/26/2018,35,ф 80 cheshki,3,4140,0,4140,Цветомир,
12540,1,1/26/2018,1,ф 70 stomanaD,21,2100,0,2100,Александър,
12541,3,1/26/2018,3,ф 30 ukraina,22,3040,0,3040,Александър,
12542,7,1/24/2018,16,ф 80 stomana,1,3990,0,3990,Михайлов,
12543,6,1/24/2018,26,ф 80 stomana,2,4010,0,4010,Михайлов,
12544,5,1/24/2018,35,ф 80 cheshki,3,3970,0,3970,Михайлов,
12545,4,1/24/2018,46,ф 80 stomana,4,4000,0,4000,Михайлов,
12546,3,1/24/2018,56,ф 80 stomana,5,4200,0,4200,Михайлов,
12547,2,1/24/2018,76,ф 80 stomana,7,3960,0,3960,Михайлов,
12548,1,1/24/2018,86,ф 80 stomana,8,4250,0,4250,Михайлов,
12549,4,1/24/2018,114,ф 80 polski,11,3030,0,3030,Цветомир,
12550,3,1/24/2018,94,ф 80 polski,9,4040,0,4040,Цветомир,
12551,2,1/24/2018,104,ф 80 polski,10,4030,0,4030,Цветомир,
12552,1,1/24/2018,114,ф 80 polski,11,3020,0,3020,Иван,
12553,3,1/23/2018,3,ф 30 ukraina,22,3040,0,3040,Стойчо,
12554,6,1/23/2018,86,ф 80 stomana,8,3970,0,3970,Пейо,
12555,5,1/23/2018,76,ф 80 stomana,7,3910,0,3910,Пейо,
12556,4,1/23/2018,56,ф 80 stomana,5,4030,0,4030,Пейо,
12557,3,1/23/2018,46,ф 80 stomana,4,4000,0,4000,Пейо,
12558,2,1/23/2018,26,ф 80 stomana,2,3990,0,3990,Пейо,
12559,1,1/23/2018,16,ф 80 stomana,1,4000,0,4000,Пейо,
12560,1,1/22/2018,1,ф 70 stomanaD,21,2020,0,2020,Светлин,
12561,6,1/22/2018,114,ф 80 polski,11,4010,0,4010,Светлин,
12562,3,1/22/2018,35,ф 80 cheshki,3,3980,0,3980,Светлин,
12563,2,1/22/2018,104,ф 80 polski,10,4070,0,4070,Светлин,
12564,1,1/22/2018,94,ф 80 polski,9,4040,0,4040,Светлин,
12577,5,1/22/2018,16,ф 80 stomana,1,3270,0,3270,Михайлов,
12578,4,1/22/2018,26,ф 80 stomana,2,3080,0,3080,Михайлов,
12579,3,1/22/2018,46,ф 80 stomana,4,2050,0,2050,Михайлов,
12580,2,1/22/2018,56,ф 80 stomana,5,1930,0,1930,Михайлов,
12581,1,1/22/2018,76,ф 80 stomana,7,2100,0,2100,Михайлов,
12582,4,1/21/2018,65,ф 80 cheshki,6,1940,0,1940,Сашо,
12583,3,1/21/2018,35,ф 80 cheshki,3,1980,0,1980,Сашо,
12584,2,1/21/2018,104,ф 80 polski,10,2000,0,2000,Сашо,
12585,1,1/21/2018,94,ф 80 polski,9,2000,0,2000,Сашо,
12586,1,1/21/2018,87,ф 60 stomana,8,2980,0,2980,Сашо,
12587,5,1/21/2018,16,ф 80 stomana,1,2070,0,2070,Илиев,
12588,4,1/21/2018,26,ф 80 stomana,2,2100,0,2100,Илиев,
12589,3,1/21/2018,46,ф 80 stomana,4,3300,0,3300,Илиев,
12590,2,1/21/2018,56,ф 80 stomana,5,3070,0,3070,Илиев,
12591,1,1/21/2018,76,ф 80 stomana,7,3040,0,3040,Илиев,
12592,6,1/20/2018,114,ф 80 polski,11,3020,0,3020,Стойчо,
12593,5,1/20/2018,104,ф 80 polski,10,3020,0,3020,Стойчо,
12594,4,1/20/2018,94,ф 80 polski,9,3060,0,3060,Стойчо,
12595,3,1/20/2018,65,ф 80 cheshki,6,3000,0,3000,Стойчо,
12596,2,1/20/2018,35,ф 80 cheshki,3,2850,0,2850,Ссойчо,
12597,1,1/20/2018,86,ф 80 stomana,8,2360,0,2360,Ссойчо,
12598,5,1/20/2018,16,ф 80 stomana,1,3130,0,3130,Михайлов,
12599,4,1/20/2018,26,ф 80 stomana,2,3190,0,3190,Михайлов,
12600,3,1/20/2018,46,ф 80 stomana,4,1910,0,1910,Михайлов,
12601,2,1/20/2018,56,ф 80 stomana,5,1910,0,1910,Михайлов,
12602,1,1/20/2018,76,ф 80 stomana,7,1970,0,1970,Михайлов,
12603,4,1/19/2018,65,ф 80 cheshki,6,3080,0,3080,Петко,
12604,3,1/19/2018,94,ф 80 polski,9,3030,0,3030,Петко,
12605,15,1/19/2018,35,ф 80 cheshki,3,3110,0,3110,Петко,
12606,2,1/19/2018,104,ф 80 polski,10,3040,0,3040,Петко,
12607,1,1/19/2018,87,ф 60 stomana,8,2940,0,2940,Петко,
12608,3,1/19/2018,3,ф 30 ukraina,22,3040,0,3040,Пейо,
12609,11,1/18/2018,76,ф 80 stomana,7,2130,0,2130,Николай,
12610,10,1/18/2018,114,ф 80 polski,11,3070,0,3070,Иван,
12611,9,1/18/2018,104,ф 80 polski,10,3070,0,3070,Иван,
12612,8,1/18/2018,94,ф 80 polski,9,3040,0,3040,Иван,
12613,7,1/18/2018,65,ф 80 cheshki,6,3380,0,3380,Иван,
12614,6,1/18/2018,35,ф 80 cheshki,3,2980,0,2980,Иван,
12615,5,1/18/2018,86,ф 80 stomana,8,3130,0,3130,Иван,
12616,4,1/18/2018,56,ф 80 stomana,5,3410,0,3410,Иван,
12617,3,1/18/2018,46,ф 80 stomana,4,3320,0,3320,Иван,
12618,2,1/18/2018,26,ф 80 stomana,2,2480,0,2480,Иван,
12619,1,1/18/2018,16,ф 80 stomana,1,2400,0,2400,Иван,
12620,1,1/17/2018,87,ф 60 stomana,8,2040,0,2040,Светлин,
12621,1,1/17/2018,87,ф 60 stomana,8,1000,0,1000,Михаил,
12622,9,1/17/2018,76,ф 80 stomana,7,3040,0,3040,Михаил,
12623,8,1/17/2018,56,ф 80 stomana,5,2980,0,2980,Михаил,
12624,7,1/17/2018,46,ф 80 stomana,4,3060,0,3060,Михаил,
12625,6,1/17/2018,26,ф 80 stomana,2,3330,0,3330,Пейо,
12626,5,1/17/2018,16,ф 80 stomana,1,3010,0,3010,Пейо,
12627,4,1/17/2018,104,ф 80 polski,10,2050,0,2050,Пейо,
12628,3,1/17/2018,94,ф 80 polski,9,2010,0,2010,Пейо,
12629,2,1/17/2018,65,ф 80 cheshki,6,2110,0,2110,Пейо,
12630,1,1/17/2018,35,ф 80 cheshki,3,2210,0,2210,Пейо,
12631,9,1/16/2018,114,ф 80 polski,11,3020,0,3020,Цветомир,
12632,8,1/16/2018,46,ф 80 stomana,4,1990,0,1990,Цветомир,
12633,7,1/16/2018,16,ф 80 stomana,1,2020,0,2020,Цветомир,
12634,6,1/16/2018,26,ф 80 stomana,2,2030,0,2030,Цветомир,
12635,5,1/16/2018,35,ф 80 cheshki,3,3080,0,3080,Цветомир,
12636,4,1/16/2018,56,ф 80 stomana,5,2170,0,2170,Цветомир,
12637,3,1/16/2018,65,ф 80 cheshki,6,3020,0,3020,Цветомир,
12638,2,1/16/2018,76,ф 80 stomana,7,2000,0,2000,Цветомир,
12639,1,1/16/2018,86,ф 80 stomana,8,2150,0,2150,Цветомир,
12640,2,1/16/2018,94,ф 80 polski,9,3040,0,3040,Михайлов,
12641,1,1/16/2018,104,ф 80 polski,10,3010,0,3010,Михайлов,
12642,5,1/16/2018,76,ф 80 stomana,7,3000,0,3000,Стойчо,
12643,4,1/16/2018,56,ф 80 stomana,5,3280,0,3280,Стойчо,
12644,3,1/16/2018,46,ф 80 stomana,4,3000,0,3000,Стойчо,
12645,2,1/16/2018,26,ф 80 stomana,2,3000,0,3000,Стойчо,
12646,1,1/16/2018,16,ф 80 stomana,1,3140,0,3140,Стойчо,
12647,11,1/15/2018,101,ф 80 polski,10,3020,0,3020,Николай,
12648,10,1/15/2018,94,ф 80 polski,9,3020,0,3020,Николай,
12649,9,1/15/2018,87,ф 60 stomana,8,3160,0,3160,Николай,
12650,8,1/15/2018,65,ф 80 cheshki,6,2960,0,2960,Николай,
12651,7,1/15/2018,35,ф 80 cheshki,3,2940,0,2940,Николай,
12652,3,1/15/2018,3,ф 30 ukraina,22,3020,0,3020,Цветомир,
12653,6,1/15/2018,86,ф 80 stomana,8,2970,0,2970,Петко,
12654,5,1/15/2018,76,ф 80 stomana,7,2180,0,2180,Петко,
12655,4,1/15/2018,56,ф 80 stomana,5,1990,0,1990,Петко,
12656,3,1/15/2018,46,ф 80 stomana,4,2220,0,2220,Петко,
12657,2,1/15/2018,26,ф 80 stomana,2,2100,0,2100,Петко,
12658,1,1/15/2018,16,ф 80 stomana,1,2090,0,2090,Петко,
12659,5,1/14/2018,114,ф 80 polski,11,3060,0,3060,Пейо,
12660,4,1/14/2018,104,ф 80 polski,10,3090,0,3090,Пейо,
12661,3,1/14/2018,94,ф 80 polski,9,3010,0,3010,Пейо,
12662,2,1/14/2018,65,ф 80 cheshki,6,3170,0,3170,Пейо,
12663,1,1/14/2018,35,ф 80 cheshki,3,3170,0,3170,Пейо,
12664,5,1/14/2018,76,ф 80 stomana,7,2260,0,2260,Николай,
12665,4,1/14/2018,56,ф 80 stomana,5,3050,0,3050,Николай,
12666,3,1/14/2018,46,ф 80 stomana,4,2400,0,2400,Николай,
12667,2,1/14/2018,26,ф 80 stomana,2,3210,0,3210,Николай,
